timestamp,hostname,endpoint_id,os_type,pid,ppid,process_name,cmd,cpu_percent,memory,risk_score,risk_level
2025-05-09T23:10:01.815320,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,626,-1,AirPlayUIAgent,/System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent --launchd,0.0,17170432,0.0,low
2025-05-09T23:10:01.816614,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,627,-1,audioaccessoryd,/System/Library/CoreServices/audioaccessoryd,0.0,19349504,0.0,low
2025-05-09T23:10:01.817886,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,628,-1,diagnostics_agent,/System/Library/CoreServices/diagnostics_agent,0.0,7602176,0.0,low
2025-05-09T23:10:01.819270,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,629,-1,TextInputMenuAgent,/System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent,0.0,25739264,0.0,low
2025-05-09T23:10:01.825304,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,635,-1,com.apple.WebKit.Networking,/System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking,0.0,283721728,0.0,low
2025-05-09T23:10:01.827832,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,636,-1,ctkahp,/System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp,0.0,5029888,0.0,low
2025-05-09T23:10:01.830388,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,638,-1,Parallels Toolbox,/Applications/Parallels Toolbox.app/Contents/MacOS/Parallels Toolbox,0.0,45711360,0.0,low
2025-05-09T23:10:01.832605,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,640,-1,com.apple.Safari.SandboxBroker,/System/Volumes/Preboot/Cryptexes/App/System/Applications/Safari.app/Contents/XPCServices/com.apple.Safari.SandboxBroker.xpc/Contents/MacOS/com.apple.Safari.SandboxBroker,0.0,28164096,0.0,low
2025-05-09T23:10:01.834762,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,641,-1,Spotlight,/System/Library/CoreServices/Spotlight.app/Contents/MacOS/Spotlight,0.0,97910784,0.0,low
2025-05-09T23:10:01.836954,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,655,-1,com.apple.CloudDocs.iCloudDriveFileProvider,"/System/Library/PrivateFrameworks/CloudDocs.framework/PlugIns/com.apple.CloudDocs.iCloudDriveFileProvider.appex/Contents/MacOS/com.apple.CloudDocs.iCloudDriveFileProvider -AppleLanguages (""en-US"")",0.0,9551872,0.0,low
2025-05-09T23:10:01.838936,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,660,-1,commerce,/System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/commerce,0.0,9748480,0.0,low
2025-05-09T23:10:01.840900,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,861,-1,UniversalControl,/System/Library/CoreServices/UniversalControl.app/Contents/MacOS/UniversalControl,0.0,26214400,0.0,low
2025-05-09T23:10:01.843377,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,862,-1,storedownloadd,/System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/storedownloadd,0.0,4325376,0.0,low
2025-05-09T23:10:01.845760,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,1114,-1,mdbulkimport,/System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdbulkimport -s mdworker-bundle -c MDSImporterBundleFinder -m com.apple.metadata.mdbulkimport,0.0,12320768,0.0,low
2025-05-09T23:10:01.847661,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,1191,-1,ipcserver,/Users/jermainebaker/Library/Application Support/Steam/Steam.AppBundle/Steam/Contents/MacOS/ipcserver,0.0,995328,0.0,low
2025-05-09T23:10:01.849694,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,1214,-1,biomesyncd,/usr/libexec/biomesyncd,0.0,11698176,0.0,low
2025-05-09T23:10:01.852774,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,1354,-1,Electron,/private/var/folders/1g/wqnrzxcn43z2sgcvgbtwy28r0000gn/T/AppTranslocation/F654C322-FB91-41E7-B3D9-73AA0059ED8B/d/Visual Studio Code.app/Contents/MacOS/Electron,0.0,1294237696,0.0,low
2025-05-09T23:10:01.854628,JermainacStudio.attlocal.net,JermainacStudio.attlocal.net,darwin,1356,-1,chrome_crashpad_handler,/var/folders/1g/wqnrzxcn43z2sgcvgbtwy28r0000gn/T/AppTranslocation/F654C322-FB91-41E7-B3D9-73AA0059ED8B/d/Visual Studio Code.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/jermainebaker/Library/Application Support/Code/Crashpad --url=appcenter://code?aid=de75e3cc-e22f-4f42-a03f-1409c21d8af8&uid=6fffc116-8ade-47a5-a943-1a243e5e9bec&iid=6fffc116-8ade-47a5-a943-1a243e5e9bec&sid=6fffc116-8ade-47a5-a943-1a243e5e9bec --annotation=IsOfficialBuild=1 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.79.2 --annotation=exe=Electron --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=22.5.7 --handshake-fd=27,0.0,4620288,0.0,low
