map_name,map_id,prog_id,prog_name,btf_obj,src_path,pinned
edr_events_rb,203,1529,trace_network_c,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/network_anomaly_monitor.c line_num:24 line_col,
edr_events_rb,203,1536,trace_proc_inje,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/process_injection.c line_num:20 line_col,
edr_events_rb,203,1540,trace_mmap_exec,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/process_injection_monitor.c line_num:48 line_col,
edr_events_rb,203,1541,trace_ptrace,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/process_injection_monitor.c line_num:26 line_col,
edr_events_rb,203,1542,trace_vm_write,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/process_injection_monitor.c line_num:26 line_col,
edr_events_rb,203,1548,trace_execve_ho,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/proc_hollow_monitor.c line_num:28 line_col,
edr_events_rb,203,1552,trace_suspiciou,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/suspicious_ipc.c line_num:26 line_col,
edr_events_rb,203,2836,kprobe_commit_c,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/kernel_exploit_fallout.c line_num:41 line_col,
edr_events_rb,203,2837,kprobe_prepare_,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/kernel_exploit_fallout.c line_num:48 line_col,
edr_events_rb,203,2856,tp_sched_proces,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/proc_lifecycle.bpf.c line_num:90 line_col,
edr_events_rb,203,2857,tp_sched_proces,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/proc_lifecycle.bpf.c line_num:99 line_col,
edr_events_rb,203,2858,tp_sched_proces,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/proc_lifecycle.bpf.c line_num:112 line_col,
edr_events_rb,203,2896,trace_cred_dump,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/cred_dump_monitor.c line_num:35 line_col,
edr_events_rb,203,2897,trace_open_shad,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/cred_dump_monitor.c line_num:50 line_col,
edr_events_rb,203,2903,trace_openat,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/job_sched_monitor.bpf.c line_num:43 line_col,
edr_events_rb,203,2910,trace_execve,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/entropy_exec_monitor.c line_num:49 line_col,
edr_events_rb,203,2911,trace_execveat,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/entropy_exec_monitor.c line_num:57 line_col,
wx_events,193,714,tp_enter_mmap,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/wx_exec.bpf.c line_num:93 line_col,
wx_events,193,715,tp_enter_mprote,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/wx_exec.bpf.c line_num:117 line_col,
wx_events,193,719,tp_enter_execve,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/wx_exec.bpf.c line_num:187 line_col,
wx_events,193,720,tp_enter_execve,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/wx_exec.bpf.c line_num:187 line_col,
wx_events,248,951,tp_enter_mmap,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/wx_exec.bpf.c line_num:93 line_col,
wx_events,248,952,tp_enter_mprote,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/wx_exec.bpf.c line_num:117 line_col,
wx_events,248,957,tp_enter_execve,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/wx_exec.bpf.c line_num:187 line_col,
wx_events,248,958,tp_enter_execve,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/wx_exec.bpf.c line_num:187 line_col,
wx_events,253,962,tp_enter_mmap,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/wx_exec.bpf.c line_num:93 line_col,
wx_events,253,964,tp_enter_mprote,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/wx_exec.bpf.c line_num:117 line_col,
wx_events,253,970,tp_enter_execve,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/wx_exec.bpf.c line_num:187 line_col,
wx_events,253,972,tp_enter_execve,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/wx_exec.bpf.c line_num:187 line_col,
