map_name,map_id,prog_id,prog_name,btf_obj,src_path,pinned
file_events,243,944,trace_openat,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/file_hash_watcher_ebpf.c line_num:22 line_col,
net_events,228,926,tp_enter_connec,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/net_flow.bpf.c line_num:121 line_col,
net_events,228,927,tp_exit_sendto,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/net_flow.bpf.c line_num:155 line_col,
net_events,228,929,tp_exit_sendmsg,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/net_flow.bpf.c line_num:156 line_col,
net_events,228,931,tp_exit_recvfro,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/net_flow.bpf.c line_num:157 line_col,
net_events,228,935,tp_exit_recvmsg,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/net_flow.bpf.c line_num:158 line_col,
events,242,934,trace_file_acce,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/file_access_monitor.c line_num:14 line_col,
events,403,2081,trace_mmap,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/mem_scan.bpf.c line_num:29 line_col,
events,403,2082,trace_execve_me,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/mem_scan.bpf.c line_num:61 line_col,
events,404,2086,trace_proc_inje,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/process_injection.c line_num:20 line_col,
edr_events_rb,115,497,tp_sys_enter,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/raw_syscalls_catcher.bpf.c line_num:196 line_col,
edr_events_rb,187,706,tp_sys_enter,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/raw_syscalls_catcher.bpf.c line_num:196 line_col,
edr_events_rb,187,707,tp_sys_exit,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/raw_syscalls_catcher.bpf.c line_num:701 line_col,
edr_events_rb,203,902,tp_enter_execve,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/syscall_tracer.bpf.c line_num:52 line_col,
edr_events_rb,203,904,tp_enter_execve,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/syscall_tracer.bpf.c line_num:53 line_col,
edr_events_rb,203,907,tp_enter_clone,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/syscall_tracer.bpf.c line_num:56 line_col,
edr_events_rb,203,908,tp_enter_mmap,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/syscall_tracer.bpf.c line_num:59 line_col,
edr_events_rb,203,910,tp_enter_mprote,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/syscall_tracer.bpf.c line_num:60 line_col,
edr_events_rb,203,911,tp_enter_setuid,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/syscall_tracer.bpf.c line_num:63 line_col,
edr_events_rb,203,914,tp_enter_setreu,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/syscall_tracer.bpf.c line_num:64 line_col,
edr_events_rb,203,916,tp_enter_setres,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/syscall_tracer.bpf.c line_num:65 line_col,
edr_events_rb,203,920,tp_enter_capset,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/syscall_tracer.bpf.c line_num:66 line_col,
edr_events_rb,203,924,tp_enter_connec,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/syscall_tracer.bpf.c line_num:69 line_col,
edr_events_rb,203,945,tp_sys_enter,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/raw_syscalls_catcher.bpf.c line_num:196 line_col,
edr_events_rb,203,950,tp_sys_exit,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/raw_syscalls_catcher.bpf.c line_num:701 line_col,
edr_events_rb,203,968,k_tcp_set_state,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/tcp_state.bpf.c line_num:56 line_col,
edr_events_rb,203,971,k_tcp_retransmi,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/tcp_state.bpf.c line_num:80 line_col,
edr_events_rb,203,1323,trace_dns_send,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/dns_tunnel_monitor.c line_num:30 line_col,
edr_events_rb,203,1329,trace_read,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/encrypted_payload_monitor.bpf.c line_num:28 line_col,
edr_events_rb,203,1330,trace_recvfrom,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/encrypted_payload_monitor.bpf.c line_num:52 line_col,
edr_events_rb,203,1335,trace_file_tamp,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/file_tamper_monitor.c line_num:25 line_col,
edr_events_rb,203,1340,trace_ipc_shmge,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/ipc_abuse_monitor.c line_num:23 line_col,
edr_events_rb,203,1341,trace_ipc_msgsn,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/ipc_abuse_monitor.c line_num:45 line_col,
edr_events_rb,203,1352,trace_dll_injec,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/dll_injection_monitor.c line_num:26 line_col,
edr_events_rb,203,1361,trace_execve,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/logon_tracker.bpf.c line_num:26 line_col,
edr_events_rb,203,1367,trace_mmap,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/mem_scan.bpf.c line_num:29 line_col,
edr_events_rb,203,1368,trace_execve_me,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/mem_scan.bpf.c line_num:61 line_col,
edr_events_rb,203,1373,trace_mfa_anoma,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/mfa_bypass_monitor.c line_num:23 line_col,
edr_events_rb,203,1378,trace_network_c,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/network_anomaly_monitor.c line_num:24 line_col,
edr_events_rb,203,1383,trace_proc_inje,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/process_injection.c line_num:20 line_col,
edr_events_rb,203,1388,trace_mmap_exec,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/process_injection_monitor.c line_num:48 line_col,
edr_events_rb,203,1389,trace_ptrace,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/process_injection_monitor.c line_num:26 line_col,
edr_events_rb,203,1390,trace_vm_write,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/process_injection_monitor.c line_num:26 line_col,
edr_events_rb,203,1396,trace_execve_ho,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/proc_hollow_monitor.c line_num:28 line_col,
edr_events_rb,203,1401,trace_suspiciou,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/suspicious_ipc.c line_num:26 line_col,
edr_events_rb,203,1464,trace_execve,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/logon_tracker.bpf.c line_num:26 line_col,
edr_events_rb,203,1468,trace_mmap,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/mem_scan.bpf.c line_num:29 line_col,
edr_events_rb,203,1473,trace_execve_me,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/mem_scan.bpf.c line_num:61 line_col,
edr_events_rb,203,1474,trace_read,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/encrypted_payload_monitor.bpf.c line_num:28 line_col,
edr_events_rb,203,1475,trace_recvfrom,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/encrypted_payload_monitor.bpf.c line_num:52 line_col,
edr_events_rb,203,1483,trace_dns_send,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/dns_tunnel_monitor.c line_num:30 line_col,
edr_events_rb,203,1488,trace_dll_injec,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/dll_injection_monitor.c line_num:26 line_col,
edr_events_rb,203,1493,trace_file_tamp,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/file_tamper_monitor.c line_num:25 line_col,
edr_events_rb,203,1501,trace_read,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/encrypted_payload_monitor.bpf.c line_num:28 line_col,
edr_events_rb,203,1502,trace_ipc_shmge,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/ipc_abuse_monitor.c line_num:23 line_col,
edr_events_rb,203,1503,trace_recvfrom,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/encrypted_payload_monitor.bpf.c line_num:52 line_col,
edr_events_rb,203,1504,trace_ipc_msgsn,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/ipc_abuse_monitor.c line_num:45 line_col,
edr_events_rb,203,1516,trace_execve,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/logon_tracker.bpf.c line_num:26 line_col,
edr_events_rb,203,1517,trace_mfa_anoma,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/mfa_bypass_monitor.c line_num:23 line_col,
edr_events_rb,203,1523,trace_mmap,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/mem_scan.bpf.c line_num:29 line_col,
edr_events_rb,203,1524,trace_execve_me,(no BTF obj name),file:/home/jermaineb/EDR-platform/edr-agent/src/ebpf/mem_scan.bpf.c line_num:61 line_col,
